user_id,b_id,rating,review
515609,2013427,5,"
  "
515609,2013424,5,"
  "
515609,2013419,5,"
  "
515609,2013421,5,"
  "
515609,2013420,5,"
  "
515609,2013418,5,"
  "
515609,2013417,5,"
  "
515609,2013416,5,"
  "
1233196,644655,4,"
  "
1233196,11488123,3,"
  "
1233196,9969571,2,"
  "
1233196,15814872,4,"
  "
1233196,7865083,4,"
  "
1233196,3333737,4,"
  "
1233196,51108,4,"
  "
1233196,51114,5,"
  "
1233196,3367956,4,"
  "
1233196,3863861,2,"
  "
1233196,6642402,3,"
  "
1233196,5082599,4,"
  "
1233196,8689732,3,"
  "
1233196,6766430,3,"
  "
1233196,2884065,3,"
  "
1233196,950018,4,"
  "
1233196,581999,3,"
  "
1233196,5024334,5,"
  "
1233196,8045789,3,"
  "
1233196,6080420,1,"
  "
1233196,85301,4,"
  "
1233196,5439,4,"
  "
1233196,33917,5,"
  "
1233196,4667024,5,"
  "
1233196,1232,3,"
  "
1233196,7260188,4,"
  "
1233196,6148028,4,"
  "
1233196,2767052,5,"
  "
1233196,528113,3,"
  "
1233196,6260997,4,"
  "
1233196,51113,5,"
  "
1233196,18637167,0,"
  "
1233196,13147885,0,"
  "
1233196,24611522,0,"
  "
1233196,424,0,"
  "
1233196,18525758,0,"
  "
1233196,15843081,0,"
  "
1233196,18077924,0,"
  "
1233196,18114161,0,"
  "
1233196,15994634,0,"
  "
1233196,10102881,0,"
  "
1233196,8442457,0,"
  "
1233196,11447921,0,"
  "
1233196,9476308,0,"
  "
1233196,9999107,0,"
  "
1233196,54539,0,"
  "
1233196,19089,0,"
  "
1233196,264,0,"
  "
1233196,10054335,0,"
  "
1233196,6463967,0,"
  "
1233196,1074808,0,"
  "
1233196,1310,0,"
  "
1488163,5439,4,"
  "
1488163,85301,3,"
  "
1488163,685696,3,"
  "
1488163,6759,0,"
      Couldn't get past page 149, I dare you to try and get further!~
  "
1488163,3176546,3,"
  "
1488163,765748,4,"
      Fascinating read
  "
1488163,3228917,4,"
  "
1488163,3564962,5,"
  "
1488163,3363158,4,"
  "
1488163,5204,3,"
  "
1488163,446388,3,"
      Not the best choice if you are interested in learning about Buffet's investment philosophy.....more of a light read with lots of quote's...
  "
1488163,41977,3,"
  "
1488163,242006,3,"
  "
1488163,1934,4,"
  "
1488163,375013,5,"
  "
1488163,41681,5,"
  "
1488163,15972,4,"
  "
1488163,21269,4,"
      This book is a must have for anyone visiting Rome. Of all the Rome guides we brought along it became our travel 'bible' while touring the city. Great tips with a bit of history thrown in on all of the major attractions one might want to visit. Great tips on local restaurants, when to tour the mos...
  "
1488163,19551,4,"
  "
1488163,21260,4,"
  "
1488163,194897,3,"
      This book offers a few helpful hints for those who know nothing about managing their finances. Much of the information is along the lines of 'don't purchase things you do not really have the money to pay for and put them on a credit card because you will end up paying threefold for that item and...
  "
1488163,104534,0,"
  "
1488163,4214,0,"
  "
1488163,7613,0,"
  "
1488163,3577033,0,"
  "
1488163,49186,0,"
  "
1488163,2054761,0,"
  "
1488163,5505770,0,"
  "
1488163,769896,0,"
  "
1488163,7061,0,"
  "
1488163,839997,0,"
  "
1488163,82751,0,"
  "
1488163,13214,0,"
  "
1488163,38447,0,"
  "
1488163,135479,0,"
  "
1488163,998,0,"
  "
1488163,2350460,0,"
  "
1488163,181420,0,"
  "
1488163,95784,0,"
  "
1488163,139254,0,"
  "
1488163,178796,0,"
  "
1488163,11691,0,"
  "
1488163,2457126,0,"
  "
1488163,2272880,0,"
  "
1488163,37470,0,"
  "
1488163,152,0,"
  "
1488163,7144,0,"
  "
1488163,1241,0,"
  "
1488163,5704,0,"
  "
1488163,89230,0,"
  "
1488163,306806,0,"
  "
1488163,563722,0,"
  "
1488163,1454606,0,"
  "
1488163,3483356,0,"
  "
1488163,87745,0,"
  "
1488163,3832016,0,"
  "
1488163,31688,0,"
  "
1488163,1300866,0,"
  "
1488163,31196,0,"
  "
1488163,4631,0,"
  "
1488163,17150,0,"
  "
1488163,6514,0,"
  "
1488163,4981,0,"
  "
1488163,533465,0,"
  "
1488163,129911,0,"
  "
1488163,1202,0,"
  "
1488163,25460,0,"
  "
1488163,865,0,"
  "
1488163,179264,0,"
  "
1488163,10210,0,"
  "
1488163,47305,0,"
  "
1488163,6867,0,"
  "
1488163,185087,5,"
  "
1488163,70505,5,"
  "
1488163,510823,5,"
  "
1488163,112296,5,"
  "
1488163,415531,4,"
  "
1488163,185087,5,"
  "
1488163,1042203,4,"
  "
1488163,9755,3,"
  "
1488163,94053,4,"
  "
1488163,1103,5,"
  "
1488163,1078,5,"
  "
2304042,9416,4,"
  "
2304042,5139,5,"
  "
2304042,29579,4,"
  "
2304042,22328,4,"
  "
2304042,234225,4,"
  "
2304042,11,5,"
  "
2304042,375802,4,"
  "
2304042,5129,5,"
  "
2304042,5470,5,"
  "
2304042,18405,4,"
  "
2304042,10964,4,"
  "
2304042,6952,4,"
  "
2304042,21787,5,"
  "
2304042,15931,4,"
  "
2304042,10210,4,"
  "
2304042,14935,5,"
  "
2304042,41865,4,"
  "
2304042,1885,5,"
  "
2304042,14050,5,"
  "
2304042,19691,4,"
  "
2304042,14995,4,"
  "
2304042,7869,5,"
  "
2304042,23807,5,"
  "
2304042,13148,5,"
  "
2304042,452196,5,"
  "
2304042,32542,5,"
  "
2304042,11588,5,"
  "
2304042,77203,5,"
  "
2304042,968,5,"
  "
2304042,480479,4,"
  "
2304042,7763,4,"
  "
2304042,7244,3,"
  "
2304042,10441,5,"
  "
2304042,2187,5,"
  "
2304042,12232938,4,"
  "
2304042,37435,4,"
  "
2304042,930,5,"
  "
2304042,153747,4,"
  "
2304042,24280,5,"
  "
2304042,1381,5,"
  "
2304042,7126,5,"
  "
2304042,18490,4,"
  "
2304042,1953,5,"
  "
2304042,1934,4,"
  "
2304042,18135,5,"
  "
2304042,2956,5,"
  "
2304042,7624,5,"
  "
2304042,4981,4,"
  "
2304042,7613,5,"
  "
2304042,30119,4,"
  "
2304042,4671,4,"
  "
2304042,890,4,"
  "
2304042,865,4,"
  "
2304042,320,5,"
  "
2304042,14748,0,"
  "
2304042,350,0,"
  "
2304042,4381,0,"
  "
2304042,7604,0,"
  "
2304042,19501,0,"
  "
2304042,2657,0,"
  "
2304042,5107,0,"
  "
2304042,4137,4,"
  "
1618136,266904,4,"
  "
1618136,1898,4,"
  "
1618136,4667024,4,"
  "
1618136,8664353,4,"
  "
1618136,12963146,3,"
  "
1618136,8354134,4,"
  "
1618136,18079776,4,"
  "
1618136,1278752,4,"
  "
1618136,34494,3,"
  "
1618136,13056159,2,"
  "
1618136,1967633,4,"
  "
1618136,6609765,4,"
  "
1618136,11870085,2,"
  "
1618136,11235712,3,"
  "
1618136,462033,3,"
  "
1618136,13538641,2,"
  "
1618136,10587120,4,"
  "
1618136,3152629,2,"
      Going into this book, you definitely to have the realization that there is no one-size-fits-all. However, I don't think that Dr. Leman seems to think that there is any other way but his way. He does not really take any form of disablilities, etc., into consideration. I think that there are many i...
  "
1618136,48760,3,"
      Interesting perspectives and makes sense the way he presents them, however these are only a small measurement of why you are the way you are. 
  "
1618136,900097,5,"
      I don't usually review children's books, however this is a favorite of all of my children :)
  "
1618136,7735333,3,"
  "
1618136,9361589,4,"
      Beautifully written but very complex.
  "
1618136,4835838,4,"
  "
1618136,10710619,4,"
  "
1618136,3367956,3,"
      I love historical reads. It's fun to read what life may have been like during specific historical events. This story was a little of the slow side for me, but in the end it was a worthwhile read.
  "
1618136,199530,4,"
  "
1618136,6294,3,"
  "
1618136,7823592,3,"
  "
1618136,100464,4,"
  "
1618136,10189954,2,"
  "
1618136,7692967,4,"
  "
1618136,2140203,4,"
  "
1618136,87528,3,"
      I love the simplicity and practicality of this so-called slacker mom. I don't agree with all of her points of view, but it's nice to know that I'm not the only one who doesn't think that everything has to come with bells and whistles to be acceptable.
  "
1618136,3432478,2,"
      I'll come back and leave my comment after book club :)
  "
1618136,3330327,4,"
  "
1618136,923935,4,"
  "
1618136,1316382,4,"
  "
1618136,13929,4,"
  "
1618136,6218281,4,"
  "
1618136,7781431,3,"
  "
1618136,64207,4,"
  "
1618136,2728527,3,"
  "
1618136,2318271,3,"
  "
1618136,352965,5,"
  "
1618136,121809,5,"
  "
1618136,625559,5,"
  "
1618136,625649,5,"
  "
1618136,596259,5,"
  "
1618136,450836,5,"
  "
1618136,381787,5,"
  "
1618136,625554,5,"
  "
1618136,625560,5,"
  "
1618136,625555,5,"
  "
1618136,625561,5,"
  "
1618136,625556,5,"
  "
1618136,596258,5,"
  "
1618136,444056,4,"
  "
1618136,1171822,5,"
      I have the hardest time staying interested in self help books, but Sheri Dew is so personable and easy to understand and keeps it simple.
  "
1618136,114990,3,"
      I have a hard time accepting advice from this author that doesn't have children at the time that she wrote it. However, there are methods that she mentions that we already practice. Not sure if that's good or bad. :-]
  "
1618136,968,0,"
  "
1618136,6411961,5,"
      This book was very interesting with all the information on free masons and our founding fathers and nations capitol. One of these days I would like to research to see how much of it was actually true. The author tends to loose you on a lot of scientific jumbo that doesn't really relate to the sto...
  "
1618136,49266,0,"
  "
1618136,2767052,3,"
      This book was interesting! It kept me on the edge of you seat. 
  "
1618136,3636,2,"
  "
1618136,1162543,3,"
  "
1618136,48855,4,"
  "
1618136,428263,2,"
  "
1618136,49041,3,"
  "
1618136,15881,4,"
  "
1618136,2,4,"
  "
1618136,1,3,"
  "
1618136,6,3,"
  "
1618136,5,4,"
  "
1618136,136251,4,"
  "
1618136,2657,3,"
  "
1618136,41865,4,"
  "
1618136,3,4,"
  "
1618136,7624,1,"
  "
1618136,890,2,"
  "
1618136,37415,0,"
  "
1618136,7494,0,"
  "
1618136,11451071,0,"
  "
1618136,1838166,0,"
  "
1618136,12262741,0,"
  "
1618136,19145214,0,"
  "
1618136,21874813,0,"
  "
1618136,28187,0,"
  "
1152651,244338,5,"
      Great book because it's Beverly Cleary, and everything she does is wonderful.
  "
1152651,5907,5,"
  "
1152651,9822,5,"
      I read this book to my 8-year-old daughter. We really enjoyed it. The highlights for me were the descriptions of the rats efforts to build civilization both in their rat hole and their preparations for the valley. There was something enlightening about it, and accessible to my daughter. There's a...
  "
1152651,677510,4,"
  "
1152651,1633,5,"
  "
1152651,91244,5,"
  "
1152651,91253,5,"
  "
1152651,6718568,4,"
  "
1152651,893135,5,"
  "
1152651,5960636,5,"
      I enjoyed this short book quite a bit. There were three things that really struck me. <br /><br />First, Roosevelt's approach to war was extremely interesting. It was very much an adventure to him. Although there was absolutely no need for this war, he considered it a just cause, and he openly promoted it. T...
  "
1152651,7155145,3,"
      First, liked it, and I recommend it because Goden has some great ideas. The idea of tribes was unique and inspiring, and his philosophy on shipping was something I needed to hear. <br /><br />That said, he rambles, repeats, and generally takes a whole book to layout what could be said in a few pages. He's pr...
  "
1152651,3147367,4,"
  "
1152651,2215865,4,"
      I really enjoyed this book. It struck me as an honest, unbiased account of what was going on inside the White House during the Bush presidency. He portrays Bush in a better light than most sources, though the doesn't gloss over his deficiencies. He tries to cut through the events of the presidenc...
  "
1152651,3228917,5,"
      Classic Malcolm Gladwell. Great book. It comes down to the idea that there are no real outliers, that anyone who stands out, from Mozart to Bill Gates, does so because they are given unique advantages, chief of which are the advantage of time and opportunity to put in lots and lots of hours (the...
  "
1152651,531133,3,"
      I read this a few years ago, before having read the original Pooh books. It was very insightful. I think I will read it again, now that I've read the others. <br /><br />My only critique is that the author is much better when analyzing the stories than he is when he is writing his own material and trying to...
  "
1152651,99110,5,"
      Masterful. I've finished the two books, and am still reading the poems. Don't let Disney fool you... these stories weren't written for children. My suspicion is that they were written for the parents who are reading them to their children. <br /><br />Each story is helpful, soothing in a way. Nothing too exc...
  "
1152651,1617,5,"
      It's a book that combines gut-wrenching holocaust story with real literature. The themes are rich and effective.
  "
1152651,7624,4,"
      I'm a sucker for symbolism and meaning, so I found the book very interesting. 
  "
1152651,998,5,"
      Great book. I came away from it with a whole different money mindset, and I'm pretty frugal-minded to begin with. The insights into the ""Folley of Professionals"" was brilliant. They did spend a lot of time explaining how riches and the millionaire mindset are passed down (or not) through generati...
  "
1152651,314097,5,"
      This was a really great introduction to building websites using good code. It doesn't go into incredible depth into anything specifically, but gives a good foundation into how to do a lot of useful things, then points to additional resources to learn more in-depth. I came out of the book with muc...
  "
1152651,3343192,5,"
      It's a great book that's a really interesting combination of gospel insight and pragmatic ideas. At times, the insights into parenting delve into really profound gospel subjects. Other times, they respond to current psychology or social trends. Recommended for any parents, but some of the chapter...
  "
1152651,56452,5,"
      This is the best book I have ever read on understanding your own personality. It has seriously changed the way I approach just about everything. I would recommend it to anyone.
  "
1152651,759283,5,"
      This is the best book I have ever read about crafting a story
  "
1152651,1038926,3,"
      It was well-written in terms of ""writing,"" but the plot wasn't quite as structural as I had hoped. There were a bunch of elements he set up as being significant, but he never really came back to them. The ending was also somewhat unsatisfying. It may take a couple of weeks before I really figure...
  "
1152651,75890,4,"
  "
1152651,36072,5,"
  "
1152651,180463,4,"
  "
1152651,40102,5,"
  "
1152651,18512,5,"
  "
1152651,15241,5,"
  "
1152651,10210,5,"
  "
1152651,34,5,"
  "
1152651,5129,2,"
  "
1152651,960,3,"
  "
1152651,15881,4,"
  "
1152651,5,5,"
  "
1152651,2,5,"
  "
1152651,6,5,"
  "
1152651,1,5,"
  "
1152651,136251,5,"
  "
1152651,3,3,"
  "
1152651,2657,5,"
      Since I moved partway through my ninth-grade year, I read this book twice in High School, but it's been only more recently that I've begun to see the deeper themes involved in it. <br /><br />This book works wonderfully for high school students because it covers so well all the issues you want a high school...
  "
1152651,9673436,0,"
  "
1152651,8971659,0,"
  "
1152651,6755260,0,"
  "
1152651,364662,0,"
  "
1152651,9297629,0,"
  "
1152651,15828856,0,"
  "
1152651,1202,0,"
  "
1152651,333404,0,"
  "
1152651,1139231,0,"
  "
1152651,833335,0,"
  "
1152651,944278,0,"
  "
1152651,4214,0,"
  "
1152651,151522,0,"
  "
1152651,2612,0,"
  "
1152651,3343192,5,"
      It's a great book that's a really interesting combination of gospel insight and pragmatic ideas. At times, the insights into parenting delve into really profound gospel subjects. Other times, they respond to current psychology or social trends. Recommended for any parents, but some of the chapter...
  "
1152651,1038926,3,"
      It was well-written in terms of ""writing,"" but the plot wasn't quite as structural as I had hoped. There were a bunch of elements he set up as being significant, but he never really came back to them. The ending was also somewhat unsatisfying. It may take a couple of weeks before I really figure...
  "
1152651,244338,5,"
      Great book because it's Beverly Cleary, and everything she does is wonderful.
  "
1152651,5907,5,"
  "
1152651,9822,5,"
      I read this book to my 8-year-old daughter. We really enjoyed it. The highlights for me were the descriptions of the rats efforts to build civilization both in their rat hole and their preparations for the valley. There was something enlightening about it, and accessible to my daughter. There's a...
  "
1152651,91244,5,"
  "
1152651,91253,5,"
  "
1152651,6718568,4,"
  "
1152651,99110,5,"
      Masterful. I've finished the two books, and am still reading the poems. Don't let Disney fool you... these stories weren't written for children. My suspicion is that they were written for the parents who are reading them to their children. <br /><br />Each story is helpful, soothing in a way. Nothing too exc...
  "
2452605,30673,5,"
  "
2452605,5358,5,"
  "
2452605,5805,5,"
  "
2452605,12497,5,"
  "
2452605,11566,5,"
  "
2452605,18405,5,"
  "
2452605,227463,5,"
  "
2452605,6310,5,"
  "
2452605,68783,5,"
  "
2452605,11486,5,"
  "
2452605,39662,5,"
  "
2452605,22034,5,"
  "
2452605,1627,5,"
  "
2452605,23807,5,"
  "
2452605,47401,5,"
  "
2452605,186190,5,"
  "
2452605,5759,5,"
  "
2452605,5139,5,"
  "
2452605,13912,5,"
  "
2452605,35743,5,"
  "
2452605,865,5,"
  "
2452605,163716,5,"
  "
2452605,12852,3,"
  "
2452605,260853,5,"
  "
2452605,70401,5,"
  "
2452605,7613,5,"
  "
2452605,5470,5,"
  "
1450889,13249833,4,"
  "
1450889,3805,5,"
  "
1450889,7905092,4,"
  "
1450889,14250,3,"
  "
1450889,77262,4,"
  "
1450889,14249,3,"
  "
1450889,30868,4,"
  "
1450889,7244,3,"
  "
1450889,6433752,3,"
  "
1450889,215776,4,"
  "
1450889,12738,5,"
  "
1450889,142975,5,"
  "
1450889,2967752,4,"
  "
1450889,7784648,5,"
  "
1450889,6202342,4,"
  "
1450889,4214,3,"
  "
1450889,6259,4,"
  "
1450889,14050,5,"
  "
1450889,123013,4,"
  "
1450889,818630,3,"
  "
1450889,91519,3,"
  "
1450889,91688,4,"
  "
1450889,6149,5,"
  "
1450889,298381,4,"
  "
1450889,6280379,4,"
  "
1450889,41219,5,"
  "
1450889,2694539,3,"
  "
1450889,7937843,3,"
  "
1450889,6801335,4,"
  "
1450889,11711,2,"
  "
1450889,18723,4,"
  "
1450889,20675,3,"
  "
1450889,10210,5,"
  "
1450889,8366402,4,"
  "
1450889,10964693,4,"
  "
1450889,937105,4,"
  "
1450889,10980811,4,"
  "
1450889,2623,4,"
  "
1450889,18254,2,"
  "
1450889,7144,4,"
  "
1450889,9778360,3,"
  "
1450889,11250317,5,"
  "
1450889,7935678,3,"
  "
1450889,6397019,3,"
  "
1450889,6101138,5,"
  "
1450889,13507212,4,"
  "
1450889,176963,5,"
  "
1450889,14569975,3,"
  "
1450889,12031532,5,"
  "
1450889,11700333,3,"
  "
1450889,9655336,4,"
  "
1450889,13330599,3,"
  "
1450889,6482682,0,"
  "
1450889,44001,0,"
  "
1450889,62851,0,"
  "
1875737,3205918,3,"
  "
1875737,3295695,5,"
  "
1875737,4311773,3,"
  "
1875737,1472878,5,"
  "
1875737,84133,4,"
  "
1875737,1833852,5,"
  "
1875737,1474628,4,"
      Trying to get to the end of this one. The town has its own sort of Loch Ness Monster that turns up. There is some humor to going back home and seeing how some folks turned out, or rather, just never left. But the main character is somewhat interesting since she is a complete mess. I am interested...
  "
1875737,6611218,3,"
  "
1875737,10909,3,"
  "
1875737,5161066,5,"
  "
1875737,140075,4,"
  "
1875737,2233407,5,"
  "
1875737,140082,4,"
  "
1875737,140079,3,"
  "
1875737,170210,4,"
  "
1875737,140077,5,"
  "
1875737,110494,4,"
  "
1875737,301082,4,"
  "
1875737,575004,3,"
  "
1875737,58077,3,"
  "
1875737,731807,3,"
  "
1875737,4078927,4,"
  "
1875737,4961048,5,"
      Hilarous!!! <br />
  "
1875737,284138,4,"
  "
1875737,4313522,3,"
  "
1875737,2299110,4,"
  "
1875737,3452619,0,"
  "
1875737,3512008,3,"
  "
1875737,880410,3,"
  "
1875737,3078805,3,"
  "
1875737,2232901,2,"
      It was a decent compilation of different places and the stories behind them. Not really captivating though. If anything, maybe it's a good guide to checking out some of the locations.
  "
1875737,3301314,4,"
  "
1875737,85301,4,"
  "
1875737,2595138,5,"
      This book had me hooked. It started off with the narrator describing his fiery car crash, accompanied by each painful sensation in vivid detail. I literally winced at each. I also felt like one of those drivers on the highway who can't prevent themselves from staring at the wreckage from the road...
  "
1875737,2725134,3,"
  "
1875737,7220,4,"
      Great story all around!!! 
  "
1875737,498835,3,"
  "
1875737,77838,3,"
  "
1875737,1103,4,"
      This was a really beautiful book about friendship and acceptance. Few are fortunate enough to find friendships that are as close and enduring as the one in this book. Unfortunately, we make choices that impact ourselves and the people we love most out of anger &amp; spite sometimes. The ones that...
  "
1875737,12232938,5,"
      This book was really sweet, sad, and funny all at once. It definitely had a nice little twist at the end which gave it somewhat of a happy ending. 
  "
1875737,281691,4,"
  "
1875737,376630,3,"
  "
1875737,471381,3,"
  "
1875737,319139,3,"
  "
1875737,30159,3,"
  "
1875737,651579,3,"
  "
1875737,77791,4,"
  "
1875737,584847,3,"
  "
1875737,319136,5,"
  "
1875737,30166,4,"
  "
1875737,342240,3,"
  "
1875737,2200877,3,"
  "
1875737,394225,3,"
  "
1875737,1122023,4,"
      This was one that made me a little afraid of the dark. Pretty scary stuff!!!
  "
1875737,16180,2,"
  "
1875737,625827,3,"
  "
1875737,458313,3,"
  "
1875737,194003,3,"
  "
1875737,80567,4,"
  "
1875737,1656001,4,"
  "
1875737,1162543,5,"
  "
1875737,428263,5,"
  "
1875737,49041,5,"
  "
1875737,41865,5,"
  "
1875737,1972091,3,"
  "
1875737,776137,5,"
  "
1875737,531350,3,"
  "
1875737,320199,4,"
  "
1875737,320200,3,"
  "
1875737,320197,5,"
  "
1875737,15964,2,"
  "
1875737,11782,3,"
  "
1875737,15972,3,"
  "
1875737,10914,2,"
  "
1875737,1609451,5,"
  "
1875737,14865,3,"
  "
1875737,10916,3,"
  "
1875737,10917,5,"
  "
1875737,3707819,3,"
      Interesting, a little out there.
  "
1891686,33,5,"
  "
1891686,7332,5,"
  "
1891686,7329,4,"
  "
1891686,7347,3,"
  "
1891686,23613,0,"
  "
1891686,66797,3,"
  "
1891686,7346,2,"
  "
1891686,2333,3,"
  "
1891686,2327,3,"
  "
1891686,5907,5,"
  "
1891686,338723,0,"
  "
1891686,840178,0,"
  "
1729306,1966065,3,"
  "
1729306,174703,5,"
  "
1729306,44408,0,"
  "
1729306,416793,0,"
  "
1690527,8809,5,"
  "
1690527,15638,0,"
  "
1690527,2657,4,"
  "
1690527,968,2,"
  "
1690527,4671,4,"
  "
1690527,30119,4,"
  "
1690527,5470,5,"
  "
1690527,7624,3,"
  "
1690527,7613,5,"
  "
1690527,2956,3,"
  "
1690527,18135,4,"
  "
1690527,350,5,"
  "
1690527,16690,5,"
  "
1690527,352,3,"
  "
1690527,7745,5,"
  "
1690527,227463,5,"
  "
1690527,876989,4,"
  "
1690527,80930,4,"
  "
1690527,12296,3,"
  "
1690527,818532,5,"
  "
1690527,11566,5,"
  "
1690527,22283,5,"
  "
1772888,101910,5,"
  "
1772888,9601,3,"
  "
1772888,135479,4,"
  "
1772888,1823114,3,"
  "
1772888,53101,5,"
  "
1772888,70241,5,"
  "
1772888,4981,5,"
  "
1772888,23940,5,"
  "
1772888,34282,3,"
  "
1772888,439288,4,"
  "
1772888,295184,4,"
  "
1772888,4989,4,"
  "
1772888,238937,2,"
  "
1772888,61965,3,"
  "
1772888,203288,2,"
  "
1772888,653711,2,"
  "
1772888,61926,3,"
  "
1772888,24870,3,"
  "
1772888,61958,3,"
  "
1772888,465904,3,"
  "
1772888,28553,4,"
  "
1772888,127586,3,"
  "
1772888,28547,4,"
  "
1772888,28541,4,"
  "
1772888,1799642,4,"
  "
1772888,3095113,3,"
  "
1772888,1954859,3,"
  "
1772888,765306,4,"
  "
1772888,489065,4,"
  "
1772888,109505,4,"
  "
1772888,533690,4,"
  "
1772888,765301,3,"
  "
1772888,87294,3,"
  "
1772888,135288,3,"
  "
1772888,60179,3,"
  "
1772888,765300,5,"
  "
1772888,179639,4,"
  "
1772888,548260,4,"
  "
1772888,560637,4,"
  "
1772888,179668,4,"
  "
1772888,179565,4,"
  "
